"ID","Label"
3001,"Academic"
3002,"Analytical"
3003,"Argumentative"
3004,"Conversational"
3005,"Creative"
3006,"Critical"
3007,"Descriptive"
3008,"Epigrammatic"
3009,"Epistolary"
3010,"Expository"
3011,"Informative"
3012,"Instructive"
3013,"Journalistic"
3014,"Metaphorical"
3015,"Narrative"
3016,"Persuasive"
3017,"Poetic"
3018,"Satirical"
3019,"Technical"
